ack,androidID,appName,atHome,currAct,delayTimeInSeconds,goal_alignment,interventionType,kss,pid,rshci1,rshci2,rshci3,rshci4,rshci5,sam,satisfaction,sense_of_agency,sideActivity,situation,stress,timestamp,useful_in_situation
true,3f03ea9f79ece8d2,,true,1,109,5,SpotOverlay,7,665910d96668b5777caab931,5,5,5,5,5,3,3,1,Yes,friends,7,Mar 14 00:16:48,3
true,1c978d5449159b70,YouTube,true,0,61,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,4,4,4,4,4,4,4,4,No,alone,1,Mar 13 21:04:02,4
true,59a4b2549708959a,,true,-2,2,4,SpotOverlay,4,6761944486ce83768479f637,4,4,4,4,4,4,5,5,No,friends,1,Mar 15 02:25:41,3
true,3f03ea9f79ece8d2,,true,1,13,2,Pop-Up,7,665910d96668b5777caab931,5,5,5,5,5,1,2,2,Yes,friends,7,Mar 10 23:56:36,2
true,1c978d5449159b70,,true,0,56,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,4,4,No,alone,0,Mar 24 20:38:07,4
true,d4bc23e63dbda297,TikTok,true,-3,29,2,SpotOverlay,1,6750bac54816fc7028a10a46,5,3,5,3,3,2,1,2,No,alone,0,Mar 31 16:13:10,1
true,ea4a3cb381a8a56b,InfiniteScape,true,1,0,5,Pop-Up,1,5e53e8d0a0002e3ee42be086,5,4,5,4,5,3,1,4,Yes,alone,4,Mar 19 20:40:05,1
true,cebc7f9bb01deaa2,TikTok,true,-2,36,3,Vibration,4,648746670a6ffb0022fdb933,4,4,4,4,4,3,2,6,Yes,alone,1,Mar 31 02:18:26,2
true,f4019f07ee8f6fbf,,true,-1,272,3,Pop-Up,8,673bd765ee70ef05996bfede,5,5,4,5,5,3,5,6,Yes,alone,3,Mar 5 11:19:47,4
true,ed0e987519607cce,,true,-1,138,6,SpotOverlay,1,5c5ca0ce4ee81200018eaf51,3,3,2,2,3,4,5,5,Yes,alone,6,Mar 12 07:40:48,7
true,2a484fda489dc033,TikTok,true,-3,177,3,SpotOverlay,6,66df49caa6df07d77078a5fd,5,5,4,4,1,2,3,1,No,friends,1,Apr 3 06:19:25,2
true,1c978d5449159b70,,true,0,11,4,SpotOverlay,3,67a3c5e78c483a6d93114bb5,5,5,5,4,3,3,4,4,Yes,alone,1,Mar 25 08:29:40,4
true,2c01d3880e4f8c4e,Instagram,true,-3,1390,2,Pop-Up,7,660b46f30e0078173c658320,3,3,3,3,3,3,3,5,No,alone,1,Mar 14 11:03:36,1
true,afd5b35c5b27f878,Instagram,true,-3,142,4,SpotOverlay,6,5dea9fb3cb53ca1cda9f6116,5,5,5,3,3,3,2,2,No,alone,1,Apr 3 20:06:39,3
true,1a73c3bebd058a06,YouTube,true,-2,52,2,Vibration,6,65bfb574e58552a0a8fc639d,4,4,4,4,4,3,5,4,No,alone,5,Mar 31 06:57:21,4
true,67884cb7099c16e8,TikTok,true,3,146,4,SpotOverlay,1,6674289815bec3913b84eed5,4,4,2,3,4,3,5,6,No,alone,5,Feb 23 16:22:57,5
true,f4ff9d496a136e10,TikTok,true,-3,149,2,Vibration,2,5edeea354d54cb1a825aa8f9,4,4,4,4,4,2,2,3,No,alone,4,Feb 24 23:55:42,2
true,997e5f613e9cc6b4,,true,0,0,3,Vibration,9,55cff4a834e9060012e57407,4,4,4,4,4,2,2,2,No,alone,3,Mar 14 10:16:36,1
true,df439157e98b4b63,TikTok,true,-3,61,7,Vibration,1,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,0,Apr 1 00:40:06,7
true,ed14d957718ea4a9,Facebook,true,1,11,4,Vibration,7,6654ec982cb90af6e8bc7219,5,5,5,4,4,4,4,5,Yes,alone,6,Apr 6 21:59:29,3
true,154655c18685a337,,true,-1,23,3,Vibration,7,654f89d4924d0d5a050f375d,4,4,3,3,4,2,4,4,Yes,friends,6,Mar 12 10:29:49,4
true,b1184b7c3d753479,Facebook,true,2,139,4,Vibration,2,5cc020d5159f790017bee28b,4,4,3,2,4,3,3,2,Yes,alone,7,Mar 28 20:58:56,4
true,db17676fd20fd34a,Instagram,true,-2,23,2,SpotOverlay,6,6659f68e2b387f043c276d92,5,4,4,5,5,4,4,7,Yes,alone,2,Mar 12 07:39:49,2
true,1c978d5449159b70,YouTube,true,0,98,3,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,3,4,No,alone,1,Mar 24 21:10:12,3
true,03451b75f149ca36,Instagram,false,2,140,5,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,3,4,5,5,Yes,friends,1,Mar 19 15:33:43,6
true,066be985b0418e2e,Facebook,false,-2,331,2,Vibration,6,66de746bcfef35f46e85ed0f,4,4,4,4,4,2,4,6,Yes,friends,4,Mar 24 08:58:34,4
true,03451b75f149ca36,TikTok,true,-3,1689,5,Vibration,4,6763ad169c28727881cabe7f,4,4,4,4,4,4,5,5,No,alone,0,Mar 23 10:10:43,5
true,c6fc54cbde698b6c,TikTok,true,-2,20,6,Vibration,6,6400d8e645e80091a53f9b21,4,5,4,4,5,4,6,5,No,alone,0,Mar 14 01:16:12,6
true,0230b5b64a02adb0,Facebook,true,-2,25,5,Vibration,6,6784409c334eaf1d8e0dd1fb,3,4,3,4,4,4,5,5,No,alone,3,Mar 18 17:22:24,4
true,066be985b0418e2e,YouTube,true,1,50,6,Pop-Up,8,66de746bcfef35f46e85ed0f,5,5,5,5,5,3,3,2,No,friends,8,Mar 30 03:05:18,6
true,ed14d957718ea4a9,Facebook,true,1,386,4,SpotOverlay,8,6654ec982cb90af6e8bc7219,5,5,5,4,4,4,4,7,Yes,alone,6,Apr 4 20:33:25,2
true,cca705307fb0ee4e,YouTube,true,-2,32,5,Vibration,6,55a8c7affdf99b33d8aff983,4,4,4,4,4,2,3,2,No,friends,3,Mar 14 11:43:57,5
true,0973376f433ebd68,Facebook,true,1,131,5,SpotOverlay,9,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,3,2,2,No,alone,5,Apr 6 02:59:58,7
true,cebc7f9bb01deaa2,TikTok,true,-2,37,2,Vibration,2,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,2,Apr 3 23:40:22,2
true,d14501493b9216f2,,true,-3,2,3,Vibration,4,67df5cb767ae66f6f41019d3,4,4,4,4,4,3,2,5,No,alone,0,Apr 6 23:43:24,3
true,df439157e98b4b63,TikTok,true,-3,148,7,SpotOverlay,7,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,1,Mar 30 04:20:24,7
true,6ec5b6bd66b39883,Facebook,true,-2,0,3,Vibration,5,676749381fe84453ec46e9b8,5,5,5,4,4,3,2,2,No,friends,1,Mar 19 19:44:33,2
true,cebc7f9bb01deaa2,TikTok,true,-1,35,2,Vibration,2,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,1,Apr 1 15:29:42,2
true,5073def25f18b254,Facebook,true,-3,7,7,Pop-Up,4,5fe18e1c8929f0c2a41e43d8,4,4,3,3,5,3,6,6,Yes,alone,0,Mar 22 01:03:03,6
true,6ec5b6bd66b39883,Facebook,true,-2,116,5,SpotOverlay,8,676749381fe84453ec46e9b8,2,2,2,2,3,3,5,5,No,alone,1,Mar 13 02:15:56,5
true,1e3928489c89f0a2,,false,2,13,5,Vibration,6,6709d766da2307f9438df9ee,5,5,5,5,5,4,4,7,Yes,friends,2,Mar 3 10:12:15,3
true,1c978d5449159b70,YouTube,true,0,65,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,4,4,4,Yes,alone,0,Apr 8 02:31:10,4
true,3219a95a52ce3a57,TikTok,true,-2,161,2,SpotOverlay,6,5ef39c45c154ff120c5e84b8,4,4,5,4,5,3,2,1,No,alone,6,Mar 10 08:28:26,3
true,0973376f433ebd68,Facebook,true,1,97,5,SpotOverlay,8,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,4,2,2,No,alone,4,Apr 6 02:41:23,7
true,ed14d957718ea4a9,Facebook,true,1,195,3,SpotOverlay,7,6654ec982cb90af6e8bc7219,5,5,5,5,5,4,4,6,Yes,alone,6,Apr 5 10:51:32,4
true,78222f704dd138b3,,true,-3,1,3,Pop-Up,5,673e1365dd4456c908190114,4,4,3,4,5,4,5,7,No,alone,0,Mar 2 20:04:11,3
true,cdc8c1f09a2ed560,TikTok,true,1,133,5,SpotOverlay,3,674fd5c48fbde512501db186,3,3,2,2,3,4,5,1,No,alone,0,Mar 17 15:32:17,5
true,5069d714c34fe3dd,Instagram,true,-3,105,2,SpotOverlay,5,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,2,2,No,alone,0,Mar 23 17:49:26,2
true,1e3928489c89f0a2,,false,2,8,4,Vibration,6,6709d766da2307f9438df9ee,5,5,5,5,5,4,5,6,Yes,friends,1,Mar 3 15:29:16,3
true,38a525968ffd5fa6,TikTok,false,-2,179,4,SpotOverlay,1,6747a1d066cd71f10db36d9a,4,4,4,4,4,3,3,4,Yes,friends,1,Feb 26 14:12:34,3
true,1e3928489c89f0a2,,false,3,2,5,Pop-Up,3,6709d766da2307f9438df9ee,5,5,5,5,5,4,5,7,Yes,friends,2,Mar 3 09:51:26,5
true,0620cdef0ecd0e8d,,true,0,2,7,Pop-Up,1,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,friends,0,Apr 7 17:18:04,7
true,53280d557dbb6f74,Facebook,true,-3,86,6,Pop-Up,7,66d1a7a177452f9dc664c908,2,2,2,2,2,4,6,2,Yes,alone,1,Feb 26 22:28:49,6
true,ac18dc2eff203d35,Facebook,true,-3,96,1,Pop-Up,9,,5,5,5,1,1,3,1,1,No,alone,0,Mar 10 01:22:31,7
true,f7e8cd99fdc08f02,YouTube,false,3,838,1,SpotOverlay,3,67366fdf3695cee0c68c6339,5,5,5,5,5,1,1,1,Yes,friends,7,Feb 26 13:01:54,1
true,58a08647f0320b10,,false,3,35,3,Vibration,3,65ec84d7abc1df34e678abe1,4,3,3,2,3,4,5,4,No,alone,2,Mar 1 12:21:02,5
true,047812db3945bdca,Facebook,true,-3,16,7,Vibration,5,661fde173a4e7fbc73fd8367,2,2,2,2,2,4,7,6,No,alone,1,Feb 25 17:32:33,7
true,0620cdef0ecd0e8d,,true,0,0,7,Vibration,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,5,Mar 27 23:18:38,7
true,dccc335ee828b784,,true,2,33,5,Vibration,1,6736aaf79268c6121b012a63,4,4,4,4,4,5,5,6,No,alone,1,Feb 26 11:51:56,5
true,047812db3945bdca,Instagram,true,-2,24,5,Vibration,2,661fde173a4e7fbc73fd8367,4,4,4,4,4,5,4,6,No,alone,5,Feb 26 08:58:51,6
true,2958d2d993c52423,TikTok,true,-3,0,6,Vibration,6,5869950b8596530001079aba,3,2,2,2,3,3,3,3,No,friends,5,Mar 5 23:22:15,2
false,0620cdef0ecd0e8d,,true,0,0,7,Pop-Up,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,0,Mar 27 05:59:37,7
true,cdc8c1f09a2ed560,TikTok,true,-2,44,3,SpotOverlay,6,674fd5c48fbde512501db186,4,4,4,4,4,2,5,5,No,alone,3,Mar 19 17:29:44,3
true,f9eaf6a6196690a2,YouTube,true,-1,18,3,Vibration,4,672ba4b271f34057eb25f408,4,4,4,4,4,4,6,2,No,alone,3,Feb 27 07:30:27,6
true,00d791c49668d482,,false,-3,135,1,Vibration,9,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,1,1,1,Yes,alone,8,Apr 2 15:35:48,7
true,c24b8cfdc4eab9a8,YouTube,true,-3,769,1,Pop-Up,8,5b68c9eb87af310001584803,5,5,5,5,5,4,1,1,No,alone,0,Mar 9 04:43:05,1
true,674ba0d42e763f83,TikTok,false,2,749,7,Pop-Up,6,676071994f8552a8e0398a21,2,4,4,2,4,2,6,5,No,alone,7,Mar 5 11:16:55,6
true,3219a95a52ce3a57,TikTok,true,0,121,2,SpotOverlay,4,5ef39c45c154ff120c5e84b8,3,3,3,3,3,4,2,3,No,alone,3,Mar 11 17:24:29,2
true,f7e8cd99fdc08f02,,true,-3,0,7,Pop-Up,5,67366fdf3695cee0c68c6339,4,4,2,3,5,5,6,3,Yes,friends,4,Mar 2 21:22:50,7
true,992c116947fc53c3,,false,-1,144,5,SpotOverlay,6,676998e4f6daae6e1a643595,4,4,4,2,2,2,3,3,No,alone,8,Mar 3 12:49:58,5
true,1e3928489c89f0a2,TikTok,true,0,86,2,Vibration,4,6709d766da2307f9438df9ee,5,5,5,5,5,3,3,3,Yes,alone,5,Mar 5 18:32:23,2
true,8229d0add522e5bf,YouTube,true,-3,983,6,SpotOverlay,1,6760eb1bd8f2c26a870800b6,3,2,4,2,4,5,7,7,No,alone,0,Mar 21 12:15:08,6
true,d1bae55f60e92b62,TikTok,true,-1,168,1,SpotOverlay,9,655f8d942652c2e7defdb816,5,5,5,5,5,1,1,1,No,alone,5,Apr 5 01:57:28,1
true,0fe191f9ca231157,Facebook,true,-3,30,3,SpotOverlay,2,665629a30c7e3f40e8f3d1d5,4,4,4,5,4,4,4,6,No,alone,4,Mar 19 17:46:23,2
true,cebc7f9bb01deaa2,TikTok,true,-2,15,2,Vibration,3,648746670a6ffb0022fdb933,4,4,4,4,4,3,2,6,Yes,alone,2,Apr 2 02:08:31,2
true,56c23ab894f6c1bc,TikTok,true,-1,57,3,SpotOverlay,2,679a0366c8793f4845badfd6,4,5,4,4,4,3,2,4,No,alone,2,Mar 2 13:54:42,3
true,dbc2a036a5ebc12a,TikTok,true,-1,212,5,Pop-Up,6,60c029faa1d9b671a584f3ca,3,3,3,3,4,4,5,4,No,alone,1,Mar 21 21:42:35,4
true,5069d714c34fe3dd,,true,-1,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,6,Yes,friends,0,Mar 22 12:13:22,3
true,a15ce124f80f1edd,,true,0,113,1,Vibration,4,66c5fd9cd88ff2690f682cec,5,5,5,5,5,2,1,1,Yes,alone,4,Mar 19 21:30:22,1
true,a9ae642fb280dd5d,Instagram,true,-3,14,6,SpotOverlay,5,5fc3d41149c0c8728f07b95b,3,3,3,3,3,3,5,3,No,friends,3,Mar 25 22:10:20,5
true,03451b75f149ca36,YouTube,false,2,75,6,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,0,Mar 24 17:03:21,6
true,84d578de49e75bcc,Facebook,true,-3,50,3,SpotOverlay,2,5a6d5ae19d65ec00017e9bae,5,5,5,4,4,3,3,3,No,alone,0,Mar 21 04:00:42,3
true,dccc335ee828b784,,true,2,15,5,Pop-Up,6,6736aaf79268c6121b012a63,4,4,4,4,4,4,5,5,Yes,alone,6,Feb 26 21:13:03,5
true,2c01d3880e4f8c4e,Instagram,true,-3,34,5,Vibration,7,660b46f30e0078173c658320,5,5,5,3,3,3,3,3,No,alone,0,Mar 19 09:38:13,5
true,10dadd85094f52d8,Instagram,true,-3,398,6,Pop-Up,6,665a081994dc662744486887,4,4,3,4,4,4,4,3,No,alone,2,Mar 18 23:26:06,6
true,dbc2a036a5ebc12a,TikTok,true,-1,2736,4,Vibration,3,60c029faa1d9b671a584f3ca,4,4,3,3,3,4,4,5,No,alone,1,Mar 23 12:52:37,4
true,c24b8cfdc4eab9a8,YouTube,true,-3,12,1,Vibration,9,5b68c9eb87af310001584803,5,5,5,5,5,4,1,1,No,alone,0,Mar 9 05:28:58,1
true,1c978d5449159b70,YouTube,false,0,198,4,Vibration,1,67a3c5e78c483a6d93114bb5,5,5,5,4,4,3,4,4,Yes,friends,1,Mar 23 07:49:59,4
true,1c978d5449159b70,,true,0,175,4,Pop-Up,1,67a3c5e78c483a6d93114bb5,5,5,3,3,3,4,4,4,Yes,alone,0,Apr 2 08:50:12,4
true,2c01d3880e4f8c4e,Instagram,true,-3,151,5,SpotOverlay,5,660b46f30e0078173c658320,5,5,5,3,3,3,3,2,No,alone,0,Mar 17 03:37:39,4
true,cebc7f9bb01deaa2,TikTok,true,-3,12,2,Vibration,1,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,1,Apr 4 15:08:54,2
true,f7e8cd99fdc08f02,YouTube,true,3,0,2,SpotOverlay,1,67366fdf3695cee0c68c6339,4,4,4,4,5,3,6,2,Yes,friends,8,Feb 27 14:40:12,1
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,2303,7,Pop-Up,5,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,alone,0,Mar 2 16:27:53,1
true,2a484fda489dc033,TikTok,true,-3,0,4,SpotOverlay,7,66df49caa6df07d77078a5fd,5,5,2,2,2,4,4,3,No,alone,2,Apr 1 11:04:29,5
true,1e3928489c89f0a2,,true,-1,3,4,Pop-Up,2,6709d766da2307f9438df9ee,5,5,4,4,5,3,4,5,Yes,friends,3,Mar 2 16:34:37,2
true,ec4eb3b8988e5dfd,,true,-2,0,4,SpotOverlay,3,62fd14d7b1e0729dc8aadb79,4,4,3,3,4,3,5,6,No,alone,3,Feb 28 18:39:09,5
true,c97dd3a8e09974b1,YouTube,true,1,1,3,Vibration,3,62da5ffdd666bd90db19b4e9,4,4,3,4,4,3,3,5,Yes,friends,6,Feb 24 00:23:39,3
true,047812db3945bdca,TikTok,true,-3,25,6,Vibration,7,661fde173a4e7fbc73fd8367,4,4,4,4,4,5,7,7,Yes,alone,7,Feb 26 14:02:37,6
true,d776355ed5ab8c17,Facebook,true,-1,153,5,SpotOverlay,3,,4,4,3,3,4,3,4,3,No,alone,4,Mar 28 16:42:40,5
true,de803325c3c1885a,TikTok,true,-3,45,1,SpotOverlay,6,,5,5,5,5,5,3,1,4,Yes,friends,1,Mar 9 18:32:09,1
true,c2f417e8f8162990,,true,-2,1721,2,Pop-Up,6,5ef78f819d93424af2af742b,4,5,4,5,4,4,4,1,Yes,alone,2,Mar 3 06:40:50,4
true,dbc2a036a5ebc12a,TikTok,true,-1,328,5,SpotOverlay,7,60c029faa1d9b671a584f3ca,4,4,3,3,3,3,6,5,No,alone,2,Mar 20 20:52:47,5
true,f9eaf6a6196690a2,YouTube,true,1,1,4,Pop-Up,1,672ba4b271f34057eb25f408,5,4,2,2,4,5,7,3,No,alone,1,Feb 25 09:54:12,7
true,10dadd85094f52d8,Instagram,true,-3,33,4,SpotOverlay,6,665a081994dc662744486887,3,4,3,4,4,4,4,5,Yes,alone,3,Mar 16 20:59:33,4
true,5069d714c34fe3dd,,true,-3,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,5,5,6,No,friends,0,Mar 22 09:36:04,4
true,df439157e98b4b63,Instagram,true,-3,39,7,Vibration,3,66ce36b5ec965c47b1884230,5,5,5,5,5,4,6,7,No,alone,2,Mar 29 22:42:11,7
true,5069d714c34fe3dd,Instagram,true,-3,0,3,Pop-Up,9,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,5,7,No,alone,0,Mar 22 22:30:03,3
true,cca705307fb0ee4e,YouTube,true,-2,1,3,Vibration,7,55a8c7affdf99b33d8aff983,3,3,3,3,3,3,3,4,Yes,friends,2,Apr 7 19:41:12,3
true,00d791c49668d482,Facebook,false,-2,17,6,Vibration,2,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,5,7,7,Yes,alone,1,Apr 2 14:49:31,7
true,03451b75f149ca36,Instagram,false,-2,775,6,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,4,5,6,6,Yes,friends,0,Mar 22 16:36:20,6
true,0fd124e29a448588,Facebook,true,2,0,3,SpotOverlay,7,678b8b6f4d1425ef3b30bd32,4,4,4,4,2,2,2,3,Yes,friends,7,Mar 13 16:24:22,4
true,cdc8c1f09a2ed560,TikTok,true,-1,425,4,Vibration,5,674fd5c48fbde512501db186,3,3,3,3,3,3,4,4,No,friends,3,Mar 21 17:31:22,4
true,df439157e98b4b63,,true,-3,0,7,Pop-Up,2,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,1,Mar 30 02:53:56,7
true,6ac766ec0787d32b,,false,3,33,6,SpotOverlay,8,63d1957ba19644f6c749c001,4,4,3,2,2,4,4,2,Yes,friends,2,Mar 15 20:55:43,5
true,1a73c3bebd058a06,YouTube,true,-2,81,3,SpotOverlay,6,65bfb574e58552a0a8fc639d,4,4,4,4,4,3,4,4,No,alone,4,Apr 2 19:55:53,4
true,d0074947afb99ebd,,true,3,762,7,Pop-Up,7,,5,5,5,5,5,5,7,7,Yes,friends,1,Apr 4 04:53:00,7
true,a15ce124f80f1edd,,true,0,10,1,Vibration,3,66c5fd9cd88ff2690f682cec,5,5,5,5,5,2,1,1,Yes,alone,4,Mar 26 20:56:19,1
true,f4ff9d496a136e10,TikTok,true,-3,14,4,Pop-Up,4,5edeea354d54cb1a825aa8f9,4,4,4,4,4,3,4,4,No,alone,3,Feb 20 01:21:37,5
true,2c01d3880e4f8c4e,,true,-3,0,4,SpotOverlay,4,660b46f30e0078173c658320,3,3,3,3,3,3,4,6,Yes,friends,0,Mar 19 21:24:46,1
true,1c978d5449159b70,,true,0,0,4,Pop-Up,3,67a3c5e78c483a6d93114bb5,3,3,3,3,3,3,4,4,Yes,alone,1,Mar 16 08:00:07,4
true,e2e491f49b6f9798,YouTube,true,-2,18,4,Vibration,7,5ad3bfc75b53cb0001f35839,4,5,4,4,4,3,4,6,No,alone,3,Apr 5 21:52:17,4
true,de30a2e1923a66b4,,true,-1,7,5,Pop-Up,4,66f69dcc061074dacb886b52,4,4,3,3,4,4,6,6,No,alone,4,Feb 27 15:06:05,6
false,a15ce124f80f1edd,,true,-3,4,7,Pop-Up,8,66c5fd9cd88ff2690f682cec,1,1,1,1,1,3,7,7,Yes,alone,4,Mar 25 03:31:57,7
true,3f03ea9f79ece8d2,TikTok,true,-1,126,3,SpotOverlay,8,665910d96668b5777caab931,5,5,5,5,5,3,3,5,Yes,friends,5,Mar 12 11:46:37,2
true,1c978d5449159b70,,true,0,0,4,SpotOverlay,5,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,4,4,No,alone,1,Apr 2 21:29:40,4
true,e2e491f49b6f9798,,false,3,2,4,SpotOverlay,4,5ad3bfc75b53cb0001f35839,5,5,5,5,5,4,5,6,No,friends,3,Apr 3 10:11:46,4
true,ac18dc2eff203d35,Facebook,true,-3,26,7,Vibration,9,5ac60fe2a3ba7a0001b4ae6d,5,5,5,1,1,4,1,1,No,alone,0,Mar 15 01:27:29,7
true,ac2d2d9a8eeb5c7b,YouTube,true,-1,593,2,Pop-Up,3,67646659b6ab85cd552decf1,1,1,4,2,2,4,5,7,Yes,alone,2,Feb 28 11:26:10,2
true,f2662f9dcc80d783,Instagram,true,-2,78,4,SpotOverlay,1,67929fedf3f6f88cbbb925ab,4,4,4,4,4,3,4,6,No,alone,1,Mar 16 16:27:24,3
true,0fd124e29a448588,,true,2,10,5,Pop-Up,6,678b8b6f4d1425ef3b30bd32,2,4,2,2,4,4,5,6,No,alone,3,Mar 17 07:49:57,5
true,ea4a3cb381a8a56b,TikTok,true,-3,11,1,SpotOverlay,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,1,1,No,alone,4,Mar 25 05:33:29,1
true,1c978d5449159b70,YouTube,true,0,131,4,Vibration,6,67a3c5e78c483a6d93114bb5,4,4,4,3,4,3,4,4,No,alone,1,Apr 1 22:36:04,4
true,d4bc23e63dbda297,Instagram,true,-3,13,4,Vibration,6,6750bac54816fc7028a10a46,4,4,5,3,4,3,2,4,No,alone,0,Mar 23 23:26:02,2
true,8229d0add522e5bf,Instagram,true,-2,202,5,Vibration,2,6760eb1bd8f2c26a870800b6,4,2,4,2,4,4,5,3,Yes,alone,3,Mar 13 18:53:37,6
true,78e6da1213a27a09,Facebook,true,-1,89,4,SpotOverlay,6,66eddcfe67e927db6f0a4768,3,4,4,4,4,3,3,5,No,alone,4,Feb 26 02:32:40,5
true,6bfa869b2d919521,Facebook,true,-3,22,3,Pop-Up,4,643918b7df602a9f3f3f66d7,5,4,5,4,5,3,3,3,No,friends,3,Feb 22 09:33:20,2
true,e2e491f49b6f9798,YouTube,true,-2,1815,4,SpotOverlay,6,5ad3bfc75b53cb0001f35839,4,4,4,5,4,3,4,5,No,alone,2,Apr 7 21:45:13,3
true,099f0080ea6e9b48,,true,-3,6,7,Pop-Up,3,664521e03117b782ed4fff45,5,3,5,5,5,5,4,7,Yes,alone,0,Mar 14 21:01:13,4
true,154655c18685a337,,false,2,47,5,SpotOverlay,6,654f89d4924d0d5a050f375d,2,2,2,2,3,4,6,5,Yes,friends,5,Mar 19 09:19:14,6
true,e2e491f49b6f9798,YouTube,true,-3,209,4,Pop-Up,5,5ad3bfc75b53cb0001f35839,3,5,4,3,3,3,4,6,No,alone,4,Apr 2 07:51:21,6
true,d1bae55f60e92b62,TikTok,false,0,29,1,SpotOverlay,2,655f8d942652c2e7defdb816,5,5,5,5,5,2,1,1,Yes,friends,5,Apr 5 11:49:40,1
true,58a08647f0320b10,,true,-3,0,3,Pop-Up,3,65ec84d7abc1df34e678abe1,4,4,3,3,4,4,3,5,No,alone,2,Mar 4 02:00:15,5
true,0a0ee3d496d2cb0a,,true,-1,1,2,Pop-Up,3,6283e5cee0833a2307ddeb0f,4,5,5,4,5,4,3,3,No,alone,4,Mar 2 15:01:18,2
true,fc9a6b44b4eeb6fd,TikTok,true,-1,432,2,Pop-Up,4,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,3,3,5,No,alone,6,Mar 14 15:03:53,3
true,1c978d5449159b70,,true,0,2,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,4,4,4,No,alone,1,Apr 7 21:10:40,4
true,a15ce124f80f1edd,TikTok,true,-3,121,7,SpotOverlay,7,66c5fd9cd88ff2690f682cec,1,1,1,1,1,5,7,7,Yes,alone,5,Mar 10 00:25:31,7
true,a15ce124f80f1edd,TikTok,true,-1,9,7,Pop-Up,7,66c5fd9cd88ff2690f682cec,1,1,1,1,1,5,7,7,Yes,alone,4,Mar 14 15:25:18,7
true,d4bc23e63dbda297,TikTok,true,-3,17,2,Vibration,7,6750bac54816fc7028a10a46,4,3,5,3,3,2,2,2,No,alone,0,Mar 28 22:48:53,2
true,dbc2a036a5ebc12a,TikTok,true,0,210,4,SpotOverlay,4,60c029faa1d9b671a584f3ca,3,4,3,3,3,4,4,3,No,alone,2,Mar 22 12:41:30,4
true,997e5f613e9cc6b4,,true,-3,0,3,Vibration,7,55cff4a834e9060012e57407,3,4,3,4,4,3,4,5,No,alone,6,Mar 15 02:36:15,2
true,ee0bc7dc1a195c64,,true,-2,0,7,Pop-Up,6,https://app.prolific.com/submissions/67c20e4baf735e177f336a2c,4,4,4,4,4,5,6,7,Yes,friends,3,Mar 4 01:29:38,6
true,0620cdef0ecd0e8d,Instagram,true,-3,1,7,SpotOverlay,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,0,Mar 11 02:21:18,7
true,d1bae55f60e92b62,,true,-2,41,5,Pop-Up,7,655f8d942652c2e7defdb816,5,5,5,5,5,3,7,7,Yes,friends,1,Apr 3 23:56:41,7
true,a15ce124f80f1edd,,true,0,5,4,SpotOverlay,3,66c5fd9cd88ff2690f682cec,3,3,3,3,3,4,4,4,Yes,alone,8,Mar 8 16:22:13,4
true,5069d714c34fe3dd,,false,3,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,7,Yes,alone,0,Mar 19 08:31:07,4
true,ed14d957718ea4a9,,true,1,0,4,Pop-Up,7,6654ec982cb90af6e8bc7219,5,5,4,4,4,4,5,7,Yes,alone,6,Apr 3 21:21:43,4
