"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","pid","Impulsivity[Imp1]","Impulsivity[Imp2]","Impulsivity[Imp3]","Impulsivity[Imp4]","Impulsivity[Imp5]","Impulsivity[Imp6]","Impulsivity[Imp7]","Impulsivity[Imp8]","Impulsivity[Imp9]","Impulsivity[Imp10]","Impulsivity[Imp11]","Impulsivity[Imp12]","Impulsivity[Imp13]","Impulsivity[Imp14]","Impulsivity[Imp15]","Anxiety[Anx1]","Anxiety[Anx2]","Anxiety[Anx3]","Anxiety[Anx4]","Anxiety[Anx5]","SelfControl[SC1]","SelfControl[SC2]","SelfControl[SC3]","SelfControl[SC4]","SelfControl[SC5]","SelfControl[SC6]","SelfControl[SCATC]","SelfControl[SC7]","SelfControl[SC8]","SelfControl[SC9]","SelfControl[SC10]","SelfControl[SC11]","SelfControl[SC12]","SelfControl[SC13]","FOMO[Fomo1]","FOMO[Fomo2]","FOMO[Fomo3]","FOMO[Fomo4]","FOMO[Fomo5]","thx","ifyes","OtherIntervention","anleitungandroid","whyNotIntereseted","whyNotInstalled","ifno"
"734","2025-03-27 20:23:13","3","en","741087589","2025-03-27 20:17:14","2025-03-27 20:23:13","67cf0c70aa43b13b6168ecbf","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","1 (rarely/never)","4 (almost always)","1 (sometimes)","3 (almost always)","3 (almost always)","2 (often)","3 (almost always)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","2","5 (very much)","5 (very much)","5 (very much)","4","4","5 (totally agree)","3","5 (totally agree)","Yes","Yes","Yes","Yes",,,""
"735","2025-03-27 20:22:05","3","en","456058799","2025-03-27 20:17:46","2025-03-27 20:22:05","67d3358738a335692d8b0e54","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","4","1 (not at all)","1 (not at all)","1 (not at all)","2","4","5 (very much)","2","4","3","2","4","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","3","No","N/A","N/A","N/A","Technical difficulties ",,""
"737","2025-03-27 21:28:36","3","en","1554980595","2025-03-27 20:26:28","2025-03-27 21:28:36","66315b2a254c047c548aae4f","4 (almost always)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (almost always)","2 (often)","2 (often)","2 (often)","2 (often)","1 (not at all)","5 (very much)","3","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","4","4","5 (totally agree)","2","4","Yes","Yes","No","Yes",,,""
"738","2025-03-27 20:55:53","3","en","1800946441","2025-03-27 20:31:37","2025-03-27 20:55:53","5aeb063b2f05b500013028a0","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","2","3","2","3","3","5 (very much)","3","4","2","2","4","2","2","2","2","2","2","2","Yes","Yes","No","No",,"i am not able to allow for accessibilty permissions",""
"739","2025-03-27 20:39:46","3","en","1375170774","2025-03-27 20:32:27","2025-03-27 20:39:46","67df3e510b2e98936cc72da2","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","3","1 (not at all)","1 (not at all)","2","4","5 (very much)","2","1 (not at all)","3","1 (not at all)","4","3","3","3","2","2","2","3","Yes","No","N/A","N/A","i think some of those software are harmful",,""
"741","2025-03-27 20:51:45","3","en","1965771879","2025-03-27 20:38:02","2025-03-27 20:51:45","Luca-Maxim Meinhardt","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","1 (sometimes)","3","4","2","3","4","3","5 (very much)","5 (very much)","2","3","3","3","2","2","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"742","2025-03-27 20:58:15","3","en","1372690705","2025-03-27 20:47:33","2025-03-27 20:58:14","5dab6fb28a6fc50012dc42a8","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","5 (very much)","2","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","3","1 (not at all)","1 (not at all)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"743","2025-03-27 21:04:08","3","en","461095546","2025-03-27 21:01:41","2025-03-27 21:04:08","67d35a5bd63e14b7228cc50c","3 (often)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (often)","3 (almost always)","2 (often)","3 (almost always)","2 (often)","4","5 (very much)","4","4","4","5 (very much)","3","4","3","5 (very much)","4","3","5 (very much)","5 (very much)","4","5 (totally agree)","4","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"744","2025-03-29 17:31:47","3","en","886041062","2025-03-29 17:26:03","2025-03-29 17:31:47","66633d291743b3b7cb45fe16","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","1 (sometimes)","2 (often)","1 (sometimes)","2 (often)","2 (often)","1 (not at all)","4","4","2","4","2","5 (very much)","4","2","4","4","1 (not at all)","3","3","2","2","1 (totally disagree)","1 (totally disagree)","2","No","N/A","N/A","N/A","Not interested ",,""
"745","2025-03-29 17:45:34","3","en","117793464","2025-03-29 17:31:09","2025-03-29 17:45:33","6765ba55d69018eec3a06514","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","3 (often)","1 (rarely/never)","3 (often)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","2","5 (very much)","3","4","4","2","5 (very much)","5 (very much)","2","3","3","2","1 (not at all)","3","2","3","4","1 (totally disagree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"746","2025-03-29 17:56:23","3","en","557170283","2025-03-29 17:40:47","2025-03-29 17:56:23","661db80bbbbc4861da7f75dd","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","4","1 (not at all)","3","4","2","5 (very much)","3","2","2","2","5 (very much)","3","2","3","3","1 (totally disagree)","1 (totally disagree)","4","Yes","Yes","No","Yes",,,""
"748","2025-03-29 17:56:51","3","en","951801727","2025-03-29 17:51:59","2025-03-29 17:56:51","5eac8da06e45b62f3939a76c","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","0 (almost never)","0 (almost never)","4","2","1 (not at all)","1 (not at all)","2","4","5 (very much)","3","4","2","2","4","2","1 (not at all)","1 (totally disagree)","1 (totally disagree)","2","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"752","2025-03-29 18:08:26","3","en","1694142519","2025-03-29 18:01:16","2025-03-29 18:08:26","648746670a6ffb0022fdb933","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (often)","1 (sometimes)","1 (sometimes)","0 (almost never)","0 (almost never)","2","4","4","4","4","2","5 (very much)","4","1 (not at all)","4","2","2","3","3","4","4","4","2","4","Yes","Yes","No","Yes",,,""
"753","2025-03-29 18:17:20","3","en","1543186712","2025-03-29 18:01:23","2025-03-29 18:17:20","62a1fd297768ca1c93288d11","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","4 (almost always)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (sometimes)","3","4","4","2","1 (not at all)","3","5 (very much)","5 (very much)","3","3","2","3","3","3","3","3","3","3","3","Yes","Yes","Yes","Yes",,,""
"755","2025-03-29 18:25:24","3","en","2076885629","2025-03-29 18:02:34","2025-03-29 18:25:24","6772c5ec9aa61cab9a3cd8c6","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","5 (very much)","1 (not at all)","1 (not at all)","2","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"756","2025-03-29 18:16:30","3","en","813474618","2025-03-29 18:05:17","2025-03-29 18:16:30","67df5cb767ae66f6f41019d3","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","2 (often)","0 (almost never)","0 (almost never)","0 (almost never)","5 (very much)","2","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","3","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"761","2025-03-29 18:25:49","3","en","1056707038","2025-03-29 18:17:19","2025-03-29 18:25:49","6669b420dc4de5adf34708ff","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3","4","5 (very much)","2","5 (very much)","2","5 (very much)","5 (very much)","1 (not at all)","4","4","2","5 (very much)","2","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"763","2025-03-29 18:51:37","3","en","1844633845","2025-03-29 18:29:52","2025-03-29 18:51:37","6473cc92c66e876139e2d178","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","4 (almost always)","4 (almost always)","2 (occasionally)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","0 (almost never)","0 (almost never)","0 (almost never)","4","3","2","2","3","2","5 (very much)","4","2","3","2","4","2","1 (not at all)","2","2","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"766","2025-03-29 19:21:05","3","en","1585439609","2025-03-29 19:15:36","2025-03-29 19:21:05","67ddc832e00822d502e93721","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","4 (almost always)","2 (occasionally)","3 (often)","1 (sometimes)","0 (almost never)","0 (almost never)","1 (sometimes)","2 (often)","5 (very much)","3","1 (not at all)","2","2","4","2","2","4","2","1 (not at all)","5 (very much)","4","1 (not at all)","2","3","2","1 (totally disagree)","4","Yes","Yes","No","Yes",,,""
"768","2025-03-29 19:41:13","3","en","290456589","2025-03-29 19:31:30","2025-03-29 19:41:13","63d14fff9cb486c39dfbd8ce","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","3 (often)","3 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","4","3","2","3","2","5 (very much)","4","2","3","3","3","3","2","3","2","3","3","3","Yes","Yes","No","Yes",,,""
"769","2025-03-29 19:46:38","3","en","963954153","2025-03-29 19:40:20","2025-03-29 19:46:38","67e331fbb78e68a44c17f7b9","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","2 (often)","3","4","1 (not at all)","1 (not at all)","4","4","5 (very much)","3","3","3","2","3","3","2","4","4","3","3","4","Yes","Yes","No","Yes",,,""
"770","2025-03-30 19:56:11","3","en","1784648557","2025-03-30 19:50:30","2025-03-30 19:56:11","65c2930167159a6c2d475b73","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","3","3","1 (not at all)","2","4","2","5 (very much)","3","1 (not at all)","1 (not at all)","3","5 (very much)","3","2","3","3","2","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"771","2025-03-30 20:05:12","3","en","2020220503","2025-03-30 19:51:14","2025-03-30 20:05:12","67d2e42e1cade7de3284b697","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","0 (almost never)","0 (almost never)","0 (almost never)","1 (sometimes)","4","1 (not at all)","1 (not at all)","1 (not at all)","2","1 (not at all)","1 (not at all)","3","3","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","4","1 (totally disagree)","1 (totally disagree)","2","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"772","2025-03-30 20:06:24","3","en","1372528535","2025-03-30 19:51:16","2025-03-30 20:06:24","67d73c372440e4dd8f60627b","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","2 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","2","1 (not at all)","2","4","5 (very much)","5 (very much)","5 (very much)","5 (very much)","3","2","5 (very much)","5 (very much)","5 (very much)","5 (totally agree)","5 (totally agree)","5 (totally agree)","4","5 (totally agree)","Yes","Yes","No","Yes",,,""
"773","2025-03-30 20:01:40","3","en","975069698","2025-03-30 19:51:21","2025-03-30 20:01:40","678cdb8c60fee838d991a542","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","3 (often)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","5 (very much)","2","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","No","N/A","N/A","N/A","Data Protection",,""
"776","2025-03-30 19:55:34","3","en","2031263755","2025-03-30 19:52:48","2025-03-30 19:55:34","5f4eccea90113011962c0cd6","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (often)","2 (often)","2 (often)","2 (often)","2 (often)","4","4","3","2","2","3","5 (very much)","3","4","2","2","4","2","2","5 (totally agree)","3","2","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"777","2025-03-30 20:28:47","3","en","1618553816","2025-03-30 19:53:01","2025-03-30 20:28:47","676abbd8111fd1430d03324f","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","2","2","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"779","2025-03-30 20:03:44","3","en","1886868199","2025-03-30 19:55:19","2025-03-30 20:03:44","668845380fafa800ff4b3805","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (often)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","3","3","4","4","4","3","5 (very much)","4","1 (not at all)","4","4","3","4","3","2","2","2","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"782","2025-03-30 20:14:32","3","en","1210783073","2025-03-30 20:02:32","2025-03-30 20:14:32","67373b92dac6c2599d5b1fa0","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","1 (rarely/never)","4 (almost always)","2 (occasionally)","1 (rarely/never)","4 (almost always)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","Data Safety",,""
"783","2025-03-30 20:32:40","3","en","1590974352","2025-03-30 20:02:40","2025-03-30 20:32:40","677304a87eba207809e27c04","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","1 (sometimes)","1 (sometimes)","3 (almost always)","2 (often)","1 (sometimes)","4","2","1 (not at all)","4","5 (very much)","5 (very much)","5 (very much)","5 (very much)","4","2","2","5 (very much)","1 (not at all)","4","3","4","4","2","4","Yes","Yes","Yes","Yes",,,""
"785","2025-03-30 20:21:57","3","en","856032994","2025-03-30 20:07:20","2025-03-30 20:21:57","6659f77ee4fd69fa455cc86a","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","4","5 (very much)","4","4","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","4","2","4","5 (very much)","3","3","3","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"788","2025-03-30 20:26:04","3","en","115727796","2025-03-30 20:15:31","2025-03-30 20:26:04","67cd3fa0ec856a05e15d03ac","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"789","2025-03-30 20:37:30","3","en","1139113726","2025-03-30 20:16:40","2025-03-30 20:37:30","66df49caa6df07d77078a5fd","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (often)","2 (often)","2 (often)","2 (often)","2 (often)","3","2","3","1 (not at all)","2","2","5 (very much)","3","3","4","5 (very much)","2","2","1 (not at all)","4","4","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"790","2025-03-31 18:55:20","3","en","1047484824","2025-03-31 18:35:14","2025-03-31 18:55:20","5588b2bffdf99b7a7714efd1","3 (often)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","2 (occasionally)","1 (rarely/never)","4 (almost always)","4 (almost always)","1 (rarely/never)","4 (almost always)","4 (almost always)","3 (almost always)","3 (almost always)","2 (often)","2 (often)","3 (almost always)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","3","4","5 (very much)","5 (very much)","1 (not at all)","4","5 (very much)","2","4","4","3","3","4","2","5 (totally agree)","Yes","Yes","No","Yes",,,""
"791","2025-03-31 18:48:23","3","en","632893352","2025-03-31 18:35:16","2025-03-31 18:48:23","677d6540e5769779d2fb691e","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","3","2","2","2","2","4","5 (very much)","2","2","1 (not at all)","1 (not at all)","2","2","2","1 (totally disagree)","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"792","2025-03-31 18:39:37","3","en","1104924079","2025-03-31 18:35:22","2025-03-31 18:39:36","67101014b833fd5fb2bfb9bd","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (sometimes)","4","2","1 (not at all)","2","3","3","5 (very much)","3","2","2","2","4","1 (not at all)","1 (not at all)","2","2","3","1 (totally disagree)","4","Yes","Yes","No","No",,"Because I received a warning that the app may be harmful. ",""
"794","2025-03-31 18:56:50","3","en","2122255297","2025-03-31 18:35:26","2025-03-31 18:56:50","663299ea88551960f4132bb7","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","1 (sometimes)","0 (almost never)","0 (almost never)","0 (almost never)","1 (sometimes)","3","4","3","2","2","4","5 (very much)","4","1 (not at all)","3","3","4","1 (not at all)","2","2","1 (totally disagree)","3","1 (totally disagree)","4","Yes","Yes","No","Yes",,,""
"795","2025-03-31 18:42:11","3","en","1487261803","2025-03-31 18:35:58","2025-03-31 18:42:11","655a395e2828d333bae0ea4b","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","1 (sometimes)","2 (often)","2 (often)","3 (almost always)","2 (often)","4","1 (not at all)","1 (not at all)","1 (not at all)","2","3","5 (very much)","4","3","4","2","3","3","2","1 (totally disagree)","2","2","1 (totally disagree)","2","Yes","Yes","No","No",,"Play store blocked it",""
"796","2025-03-31 18:39:40","3","en","1625579750","2025-03-31 18:36:10","2025-03-31 18:39:40","66bd2f936ab3b23d4a8abbe3","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","No",,"it said I needed an older android version",""
